gene_name,ensg_id,enst_id,uniprot_id,protein_name,hek_rna_tpm,hek_protein_conc_nm,hek_protein_copy_number
HNRNPAB,ENSG00000197451,ENST00000358344,Q99729,Heterogeneous nuclear ribonucleoprotein A/B ,618.9073627,2782.502503,1675066.5068060001
HNRNPC,ENSG00000092199,ENST00000553300,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 ,1306.685023,10369.13083,6242216.75966
HNRNPCL1,ENSG00000179172,ENST00000317869,O60812,Heterogeneous nuclear ribonucleoprotein C-like 1 ,0.031022667,,
HNRNPCL2,ENSG00000275774,ENST00000621994,B2RXH8,Heterogeneous nuclear ribonucleoprotein C-like 2 ,0.0,,
HNRNPCL3,ENSG00000283292,ENST00000617044,B7ZW38,Heterogeneous nuclear ribonucleoprotein C-like 3,0.0,,
HNRNPCL4,ENSG00000179412,ENST00000323770,P0DMR1,Heterogeneous nuclear ribonucleoprotein C-like 4,0.0,,
HNRNPD,ENSG00000138668,ENST00000353341,Q14103,Heterogeneous nuclear ribonucleoprotein D0 ,855.8020383,5974.989809,3596943.865018
HNRNPDL,ENSG00000152795,ENST00000602300,O14979,Heterogeneous nuclear ribonucleoprotein D-like ,547.8067197,2539.970369,1529062.1621380001
HNRNPF,ENSG00000169813,ENST00000337970,P52597,Heterogeneous nuclear ribonucleoprotein F ,275.0065433,2347.248095,1413043.35319
HNRNPH1,ENSG00000169045,ENST00000442819,P31943,Heterogeneous nuclear ribonucleoprotein H ,1139.67319,8959.922555,5393873.37811
HNRNPH2,ENSG00000126945,ENST00000316594,P55795,Heterogeneous nuclear ribonucleoprotein H2 ,117.9436667,1157.199668,696634.2001359999
HNRNPH3,ENSG00000096746,ENST00000354695,P31942,Heterogeneous nuclear ribonucleoprotein H3 ,292.2677006,3452.335563,2078306.008926
HNRNPK,ENSG00000165119,ENST00000360384,P61978,Heterogeneous nuclear ribonucleoprotein K ,868.3682073,7340.690847,4419095.889894
HNRNPL,ENSG00000104824,ENST00000600873,P14866,Heterogeneous nuclear ribonucleoprotein L ,565.5616227,7765.695531,4674948.709662
HNRNPLL,ENSG00000143889,ENST00000409328,Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like ,32.2332935,377.6579194,227350.06747880002
HNRNPM,ENSG00000099783,ENST00000325495,P52272,Heterogeneous nuclear ribonucleoprotein M ,654.5280197,3823.420864,2301699.360128
HNRNPR,ENSG00000125944,ENST00000374612,O43390,Heterogeneous nuclear ribonucleoprotein R ,283.0718375,1980.085907,1192011.716014
HNRNPU,ENSG00000153187,ENST00000640218,Q00839,Heterogeneous nuclear ribonucleoprotein U ,788.5460871,5952.772936,3583569.3074720004
HNRNPUL1,ENSG00000105323,ENST00000392006,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1 ,207.3595287,652.3658851,392724.2628302
HNRNPUL2,ENSG00000214753,ENST00000301785,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2 ,36.85207933,616.1811169,370941.0323738
HOATZ,ENSG00000183644,ENST00000332814,Q6PI97,Cilia- and flagella-associated protein HOATZ,0.031035067,,
HOGA1,ENSG00000241935,ENST00000370647,Q86XE5,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial ",2.423415333,0.290038048,174.60290489599998
HOMER1,ENSG00000152413,ENST00000334082,Q86YM7,Homer protein homolog 1 ,19.31792567,105.4585797,63486.0649794
HOMER2,ENSG00000103942,ENST00000450735,Q9NSB8,Homer protein homolog 2 ,49.42654,77.34819882,46563.61568964
HOMER3,ENSG00000051128,ENST00000392351,Q9NSC5,Homer protein homolog 3 ,9.0217809,8.585533772,5168.491330744
HOMEZ,ENSG00000215271,ENST00000561013,Q8IX15,Homeobox and leucine zipper protein Homez ,21.24798,24.36495235,14667.7013147
HOOK1,ENSG00000134709,ENST00000371208,Q9UJC3,Protein Hook homolog 1 ,36.30701255,236.778617,142540.727434
HOOK2,ENSG00000095066,ENST00000264827,Q96ED9,Protein Hook homolog 2 ,24.110502,36.08306757,21722.006677139998
HOOK3,ENSG00000168172,ENST00000307602,Q86VS8,Protein Hook homolog 3 ,15.72398833,112.4272364,67681.1963128
HOPX,ENSG00000171476,ENST00000503639,Q9BPY8,Homeodomain-only protein ,2.689295183,4.38502787,2639.78677774
HORMAD1,ENSG00000143452,ENST00000361824,Q86X24,HORMA domain-containing protein 1 ,1.556287967,,
HORMAD2,ENSG00000176635,ENST00000336726,Q8N7B1,HORMA domain-containing protein 2,0.0,,
HOXA1,ENSG00000105991,ENST00000343060,P49639,Homeobox protein Hox-A1 ,6.559883,1.546197862,930.8111129240001
HOXA10,ENSG00000253293,ENST00000283921,P31260,Homeobox protein Hox-A10 ,47.30581933,62.19220395,37439.7067779
HOXA11,ENSG00000005073,ENST00000006015,P31270,Homeobox protein Hox-A11 ,25.49601,55.85563232,33625.09065664
HOXA13,ENSG00000106031,ENST00000222753,P31271,Homeobox protein Hox-A13 ,11.27910333,41.74175652,25128.537425040002
HOXA2,ENSG00000105996,ENST00000222718,O43364,Homeobox protein Hox-A2 ,2.395375667,,
HOXA3,ENSG00000105997,ENST00000317201,O43365,Homeobox protein Hox-A3 ,35.22395667,,
HOXA4,ENSG00000197576,ENST00000360046,Q00056,Homeobox protein Hox-A4 ,8.256356,1.894166034,1140.287952468
HOXA5,ENSG00000106004,ENST00000222726,P20719,Homeobox protein Hox-A5 ,62.74283333,134.5167025,80979.05490500001
HOXA6,ENSG00000106006,ENST00000222728,P31267,Homeobox protein Hox-A6 ,38.3675,1.002329935,603.40262087
HOXA7,ENSG00000122592,ENST00000242159,P31268,Homeobox protein Hox-A7 ,12.42604,7.183181174,4324.2750667479995
HOXA9,ENSG00000078399,ENST00000343483,P31269,Homeobox protein Hox-A9 ,69.49327833,5.447068051,3279.134966702
HOXB1,ENSG00000120094,ENST00000239174,P14653,Homeobox protein Hox-B1 ,0.0,,
HOXB13,ENSG00000159184,ENST00000290295,Q92826,Homeobox protein Hox-B13,12.938,22.92277835,13799.512566700001
HOXB2,ENSG00000173917,ENST00000330070,P14652,Homeobox protein Hox-B2 ,10.51658393,,
HOXB3,ENSG00000120093,ENST00000470495,P14651,Homeobox protein Hox-B3 ,40.72162697,,
HOXB4,ENSG00000182742,ENST00000332503,P17483,Homeobox protein Hox-B4 ,5.05511,5.083509062,3060.272455324
HOXB5,ENSG00000120075,ENST00000239151,P09067,Homeobox protein Hox-B5 ,8.158603333,3.629482091,2184.948218782
HOXB6,ENSG00000108511,ENST00000484302,P17509,Homeobox protein Hox-B6 ,69.77179333,67.84273425,40841.3260185
HOXB7,ENSG00000260027,ENST00000239165,P09629,Homeobox protein Hox-B7 ,18.198347,3.15735943,1900.73037686
HOXB8,ENSG00000120068,ENST00000239144,P17481,Homeobox protein Hox-B8 ,26.55411667,8.991416854,5412.832946108
HOXB9,ENSG00000170689,ENST00000311177,P17482,Homeobox protein Hox-B9 ,85.73603333,219.5520783,132170.35113660002
HOXC10,ENSG00000180818,ENST00000303460,Q9NYD6,Homeobox protein Hox-C10 ,26.73825667,20.53516805,12362.171166099999
HOXC11,ENSG00000123388,ENST00000546378,O43248,Homeobox protein Hox-C11 ,9.42806,18.1748425,10941.255185
HOXC12,ENSG00000123407,ENST00000243103,P31275,Homeobox protein Hox-C12 ,0.432285333,,
HOXC13,ENSG00000123364,ENST00000243056,P31276,Homeobox protein Hox-C13 ,11.2792,34.90368678,21012.01944156
HOXC4,ENSG00000198353,ENST00000430889,P09017,Homeobox protein Hox-C4 ,46.65546667,16.35967011,9848.52140622
HOXC5,ENSG00000172789,ENST00000312492,Q00444,Homeobox protein Hox-C5 ,1.86885,,
HOXC6,ENSG00000197757,ENST00000243108,P09630,Homeobox protein Hox-C6 ,17.94851133,8.192199566,4931.704138732
HOXC8,ENSG00000037965,ENST00000040584,P31273,Homeobox protein Hox-C8 ,6.788296667,22.78493636,13716.53168872
HOXC9,ENSG00000180806,ENST00000303450,P31274,Homeobox protein Hox-C9 ,31.04990333,70.92378321,42696.117492419995
HOXD1,ENSG00000128645,ENST00000331462,Q9GZZ0,Homeobox protein Hox-D1 ,0.575884333,,
HOXD10,ENSG00000128710,ENST00000249501,P28358,Homeobox protein Hox-D10 ,46.74936,,
HOXD11,ENSG00000128713,ENST00000249504,P31277,Homeobox protein Hox-D11 ,34.62293333,31.62938841,19040.891822820002
HOXD12,ENSG00000170178,ENST00000406506,P35452,Homeobox protein Hox-D12 ,0.264669233,,
HOXD13,ENSG00000128714,ENST00000392539,P35453,Homeobox protein Hox-D13 ,67.87816667,93.69868388,56406.60769576
HOXD3,ENSG00000128652,ENST00000249440,P31249,Homeobox protein Hox-D3 ,3.053837333,,
HOXD4,ENSG00000170166,ENST00000306324,P09016,Homeobox protein Hox-D4 ,5.70781,,
HOXD8,ENSG00000175879,ENST00000313173,P13378,Homeobox protein Hox-D8 ,5.292421667,2.934200771,1766.388864142
HOXD9,ENSG00000128709,ENST00000249499,P28356,Homeobox protein Hox-D9 ,18.55303333,,
HP,ENSG00000257017,ENST00000355906,P00738,Haptoglobin ,0.0658317,,
HP1BP3,ENSG00000127483,ENST00000312239,Q5SSJ5,Heterochromatin protein 1-binding protein 3 ,154.187744,808.1842602,486526.92464040004
HPCA,ENSG00000121905,ENST00000373467,P84074,Neuron-specific calcium-binding protein hippocalcin ,0.704216967,,
HPCAL1,ENSG00000115756,ENST00000307845,P37235,Hippocalcin-like protein 1 ,21.61508389,136.1382407,81955.22090140001
HPCAL4,ENSG00000116983,ENST00000617690,Q9UM19,Hippocalcin-like protein 4 ,2.789162333,19.65383108,11831.60631016
HPD,ENSG00000158104,ENST00000543163,P32754,4-hydroxyphenylpyruvate dioxygenase ,0.161400567,,
HPDL,ENSG00000186603,ENST00000334815,Q96IR7,4-hydroxyphenylpyruvate dioxygenase-like protein ,0.0,,
HPF1,ENSG00000056050,ENST00000393381,Q9NWY4,Histone PARylation factor 1,45.821671,362.032893,217943.801586
HPGD,ENSG00000164120,ENST00000296522,P15428,15-hydroxyprostaglandin dehydrogenase [NAD(+)] ,3.534234001,,
HPGDS,ENSG00000163106,ENST00000295256,O60760,Hematopoietic prostaglandin D synthase ,0.0,,
HPN,ENSG00000105707,ENST00000392226,P05981,Serine protease hepsin ,0.053118533,,
HPR,ENSG00000261701,ENST00000540303,P00739,Haptoglobin-related protein,0.0,,
HPRT1,ENSG00000165704,ENST00000298556,P00492,Hypoxanthine-guanine phosphoribosyltransferase ,234.924059,5204.294398,3132985.227596
HPS1,ENSG00000107521,ENST00000338546,Q92902,Hermansky-Pudlak syndrome 1 protein,49.71296503,3.797120499,2285.866540398
HPS3,ENSG00000163755,ENST00000296051,Q969F9,Hermansky-Pudlak syndrome 3 protein,18.74462833,29.59368668,17815.39938136
HPS4,ENSG00000100099,ENST00000336873,Q9NQG7,Hermansky-Pudlak syndrome 4 protein ,31.90715667,6.636672252,3995.2766957040003
HPS5,ENSG00000110756,ENST00000396253,Q9UPZ3,Hermansky-Pudlak syndrome 5 protein ,16.19784586,37.91961619,22827.608946379998
HPS6,ENSG00000166189,ENST00000299238,Q86YV9,Hermansky-Pudlak syndrome 6 protein ,16.43563333,29.00501509,17461.01908418
HPSE,ENSG00000173083,ENST00000311412,Q9Y251,Heparanase ,3.636709045,2.168782917,1305.6073160340002
HPSE2,ENSG00000172987,ENST00000628193,Q8WWQ2,Inactive heparanase-2 ,0.0089674,,
HPX,ENSG00000110169,ENST00000265983,P02790,Hemopexin ,0.4599055,,
HR,ENSG00000168453,ENST00000312841,O43593,Lysine-specific demethylase hairless ,0.4075305,,
HRAS,ENSG00000174775,ENST00000451590,P01112,GTPase HRas ,124.3906887,466.2674137,280692.9830474
HRC,ENSG00000130528,ENST00000252825,P23327,Sarcoplasmic reticulum histidine-rich calcium-binding protein,0.128005367,,
HRCT1,ENSG00000196196,ENST00000354323,Q6UXD1,Histidine-rich carboxyl terminus protein 1,0.0,,
HRG,ENSG00000113905,ENST00000232003,P04196,Histidine-rich glycoprotein ,0.1652636,,
HRH1,ENSG00000196639,ENST00000431010,P35367,Histamine H1 receptor ,0.087562267,,
HRH2,ENSG00000113749,ENST00000231683,P25021,Histamine H2 receptor ,0.1113957,,
HRH3,ENSG00000101180,ENST00000340177,Q9Y5N1,Histamine H3 receptor ,0.054686425,,
HRH4,ENSG00000134489,ENST00000256906,Q9H3N8,Histamine H4 receptor ,0.082100633,,
HRK,ENSG00000135116,ENST00000257572,O00198,Activator of apoptosis harakiri ,4.378301667,,
HRNR,ENSG00000197915,ENST00000368801,Q86YZ3,Hornerin,0.0,,
HROB,ENSG00000125319,ENST00000319977,Q8N3J3,Homologous recombination OB-fold protein,12.97603733,,
HS1BP3,ENSG00000118960,ENST00000304031,Q53T59,HCLS1-binding protein 3 ,21.39259467,452.5669285,272445.290957
HS2ST1,ENSG00000153936,ENST00000370550,Q7LGA3,Heparan sulfate 2-O-sulfotransferase 1 ,29.2492,102.1613116,61501.10958320001
HS3ST1,ENSG00000002587,ENST00000002596,O14792,Heparan sulfate glucosamine 3-O-sulfotransferase 1 ,0.007197317,,
HS3ST2,ENSG00000122254,ENST00000261374,Q9Y278,Heparan sulfate glucosamine 3-O-sulfotransferase 2 ,0.026970433,,
HS3ST3A1,ENSG00000153976,ENST00000284110,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 ,10.627749,,
HS3ST3B1,ENSG00000125430,ENST00000360954,Q9Y662,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 ,5.54809,,
HS3ST4,ENSG00000182601,ENST00000331351,Q9Y661,Heparan sulfate glucosamine 3-O-sulfotransferase 4 ,0.0557197,,
HS3ST5,ENSG00000249853,ENST00000312719,Q8IZT8,Heparan sulfate glucosamine 3-O-sulfotransferase 5 ,0.485748,,
HS3ST6,ENSG00000276333,ENST00000293937,Q96QI5,Heparan sulfate glucosamine 3-O-sulfotransferase 6 ,0.1305656,,
HS6ST1,ENSG00000136720,ENST00000259241,O60243,Heparan-sulfate 6-O-sulfotransferase 1 ,24.27198733,9.207952691,5543.187519982
HS6ST2,ENSG00000171004,ENST00000370836,Q96MM7,Heparan-sulfate 6-O-sulfotransferase 2 ,27.74915633,16.93509459,10194.926943179998
HS6ST3,ENSG00000185352,ENST00000376705,Q8IZP7,Heparan-sulfate 6-O-sulfotransferase 3 ,0.914949333,,
HSBP1,ENSG00000230989,ENST00000570259,O75506,Heat shock factor-binding protein 1 ,200.4298033,1950.667706,1174301.959012
HSBP1L1,ENSG00000226742,ENST00000451882,C9JCN9,Heat shock factor-binding protein 1-like protein 1,5.1934783,,
HSCB,ENSG00000100209,ENST00000216027,Q8IWL3,Iron-sulfur cluster co-chaperone protein HscB ,25.30869667,57.43284937,34574.57532074
HSD11B1,ENSG00000117594,ENST00000367027,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1 ,0.0,,
HSD11B1L,ENSG00000167733,ENST00000422535,Q7Z5J1,Hydroxysteroid 11-beta-dehydrogenase 1-like protein ,10.52539543,,
HSD11B2,ENSG00000176387,ENST00000326152,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2 ,4.618501333,,
HSD17B1,ENSG00000108786,ENST00000585807,P14061,17-beta-hydroxysteroid dehydrogenase type 1 ,1.855200267,3.463800545,2085.2079280899998
HSD17B10,ENSG00000072506,ENST00000168216,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 ,243.8729667,4074.503889,2452851.341178
HSD17B11,ENSG00000198189,ENST00000358290,Q8NBQ5,Estradiol 17-beta-dehydrogenase 11 ,29.23110667,238.5202201,143589.1725002
HSD17B12,ENSG00000149084,ENST00000278353,Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase ,68.1448161,965.4458639,581198.4100678
HSD17B13,ENSG00000170509,ENST00000302219,Q7Z5P4,17-beta-hydroxysteroid dehydrogenase 13 ,0.110317033,,
HSD17B14,ENSG00000087076,ENST00000263278,Q9BPX1,17-beta-hydroxysteroid dehydrogenase 14 ,3.021841667,,
HSD17B2,ENSG00000086696,ENST00000199936,P37059,17-beta-hydroxysteroid dehydrogenase type 2 ,0.255948667,,
HSD17B3,ENSG00000130948,ENST00000375262,P37058,Testosterone 17-beta-dehydrogenase 3 ,0.045843,,
HSD17B4,ENSG00000133835,ENST00000510025,P51659,Peroxisomal multifunctional enzyme type 2 ,134.9594377,1281.84103,771668.30006
HSD17B6,ENSG00000025423,ENST00000554150,O14756,17-beta-hydroxysteroid dehydrogenase type 6 ,6.370312,,
HSD17B7,ENSG00000132196,ENST00000254521,P56937,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 ,22.63410323,95.59057061,57545.52350722
HSD17B8,ENSG00000112474,ENST00000230236,Q92506,(3R)-3-hydroxyacyl-CoA dehydrogenase ,10.06834,45.84608592,27599.34372384
HSD3B1,ENSG00000203857,ENST00000369413,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 ,0.0,,
HSD3B2,ENSG00000203859,ENST00000369416,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 ,0.055762667,,
HSD3B7,ENSG00000099377,ENST00000262520,Q9H2F3,3 beta-hydroxysteroid dehydrogenase type 7 ,2.023889667,,
HSDL1,ENSG00000103160,ENST00000219439,Q3SXM5,Inactive hydroxysteroid dehydrogenase-like protein 1 ,35.79153533,167.430771,100793.324142
HSDL2,ENSG00000119471,ENST00000398805,Q6YN16,Hydroxysteroid dehydrogenase-like protein 2 ,47.28582633,672.6557353,404938.7526506
HSF1,ENSG00000185122,ENST00000528838,Q00613,Heat shock factor protein 1 ,74.65930667,135.50398,81573.39596000001
HSF2,ENSG00000025156,ENST00000368455,Q03933,Heat shock factor protein 2 ,30.10922767,18.50761157,11141.58216514
HSF2BP,ENSG00000160207,ENST00000291560,O75031,Heat shock factor 2-binding protein,1.245664,,
HSF4,ENSG00000102878,ENST00000521374,Q9ULV5,Heat shock factor protein 4 ,15.57126083,,
HSF5,ENSG00000176160,ENST00000323777,Q4G112,Heat shock factor protein 5 ,0.0,,
HSFX1,ENSG00000171116,ENST00000370416,Q9UBD0,"Heat shock transcription factor, X-linked",0.906453667,,
HSFX3,ENSG00000283697,ENST00000431993,A0A1B0GWH4,"Heat shock transcription factor, X-linked member 3",0.0,,
HSFX4,ENSG00000283463,ENST00000457775,A0A1B0GTS1,"Heat shock transcription factor, X-linked member 4",0.0141972,,
HSFY1,ENSG00000172468,ENST00000382856,Q96LI6,"Heat shock transcription factor, Y-linked ",0.059701901,,
HSH2D,ENSG00000196684,ENST00000616645,Q96JZ2,Hematopoietic SH2 domain-containing protein ,0.211852767,,
HSP90AA1,ENSG00000080824,ENST00000216281,P07900,Heat shock protein HSP 90-alpha ,1278.371773,9320.960441,5611218.185482
HSP90AB1,ENSG00000096384,ENST00000371646,P08238,Heat shock protein HSP 90-beta ,1454.857612,7889.083607,4749228.331414
HSP90B1,ENSG00000166598,ENST00000299767,P14625,Endoplasmin ,522.875093,3361.454933,2023595.869666
HSPA12A,ENSG00000165868,ENST00000369209,O43301,Heat shock 70 kDa protein 12A,13.74139254,57.69625543,34733.14576886
HSPA12B,ENSG00000132622,ENST00000254963,Q96MM6,Heat shock 70 kDa protein 12B,0.153979,,
HSPA13,ENSG00000155304,ENST00000285667,P48723,Heat shock 70 kDa protein 13 ,28.982244,107.5118774,64722.1501948
HSPA14,ENSG00000187522,ENST00000378372,Q0VDF9,Heat shock 70 kDa protein 14 ,83.947955,585.6011036,352531.8643672
HSPA1A,ENSG00000204389,ENST00000375651,P0DMV8,Heat shock 70 kDa protein 1A ,3.010970649,,
HSPA1B,ENSG00000204388,ENST00000445736,P0DMV9,Heat shock 70 kDa protein 1B ,1400.879861,,
HSPA1L,ENSG00000204390,ENST00000375654,P34931,Heat shock 70 kDa protein 1-like ,0.166969167,0.941825372,566.978873944
HSPA2,ENSG00000126803,ENST00000247207,P54652,Heat shock-related 70 kDa protein 2 ,2.2805223,18.46138249,11113.75225898
HSPA4,ENSG00000170606,ENST00000304858,P34932,Heat shock 70 kDa protein 4 ,288.4044603,3721.065111,2240081.1968219997
HSPA4L,ENSG00000164070,ENST00000508776,O95757,Heat shock 70 kDa protein 4L ,43.373729,864.3403958,520332.9182716
HSPA5,ENSG00000044574,ENST00000324460,P11021,Endoplasmic reticulum chaperone BiP ,259.383,4180.782186,2516830.8759720004
HSPA6,ENSG00000173110,ENST00000309758,P17066,Heat shock 70 kDa protein 6 ,0.184811,209.9946196,126416.76099919999
HSPA8,ENSG00000109971,ENST00000227378,P11142,Heat shock cognate 71 kDa protein ,1903.424666,13045.89412,7853628.260240001
HSPA9,ENSG00000113013,ENST00000297185,P38646,"Stress-70 protein, mitochondrial ",300.476798,4549.46447,2738777.61094
HSPB1,ENSG00000106211,ENST00000248553,P04792,Heat shock protein beta-1 ,117.50321,790.69228,475996.75256
HSPB11,ENSG00000081870,ENST00000194214,Q9Y547,Intraflagellar transport protein 25 homolog ,59.689602,490.2941748,295157.0932296
HSPB2,ENSG00000170276,ENST00000304298,Q16082,Heat shock protein beta-2 ,0.0122926,,
HSPB3,ENSG00000169271,ENST00000302005,Q12988,Heat shock protein beta-3 ,0.146273433,,
HSPB6,ENSG00000004776,ENST00000004982,O14558,Heat shock protein beta-6 ,0.118095533,,
HSPB7,ENSG00000173641,ENST00000311890,Q9UBY9,Heat shock protein beta-7 ,0.081509333,,
HSPB8,ENSG00000152137,ENST00000281938,Q9UJY1,Heat shock protein beta-8 ,0.840471333,,
HSPB9,ENSG00000260325,ENST00000565659,Q9BQS6,Heat shock protein beta-9 ,0.685179333,,
HSPBAP1,ENSG00000169087,ENST00000306103,Q96EW2,HSPB1-associated protein 1 ,9.203442,12.38119441,7453.47903482
HSPBP1,ENSG00000133265,ENST00000433386,Q9NZL4,Hsp70-binding protein 1 ,87.215017,484.2482624,291517.4539648
HSPD1,ENSG00000144381,ENST00000388968,P10809,"60 kDa heat shock protein, mitochondrial ",1058.254112,14489.05874,8722413.36148
HSPE1,ENSG00000115541,ENST00000233893,P61604,"10 kDa heat shock protein, mitochondrial ",810.3053847,8122.688378,4889858.4035559995
HSPG2,ENSG00000142798,ENST00000374695,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein ,2.8807552,0.758475764,456.60240992800004
HSPH1,ENSG00000120694,ENST00000380405,Q92598,Heat shock protein 105 kDa ,138.8755417,2374.016348,1429157.841496
HTATIP2,ENSG00000109854,ENST00000419348,Q9BUP3,Oxidoreductase HTATIP2 ,39.27651533,119.3384452,71841.7440104
HTATSF1,ENSG00000102241,ENST00000218364,O43719,HIV Tat-specific factor 1 ,163.2839,819.8608594,493556.23735879996
HTD2,ENSG00000255154,ENST00000481972,P86397,"Hydroxyacyl-thioester dehydratase type 2, mitochondrial ",16.37043311,32.65526926,19658.47209452
HTN1,ENSG00000126550,ENST00000246896,P15515,Histatin-1 ,0.267736,,
HTN3,ENSG00000205649,ENST00000530128,P15516,Histatin-3 ,1.152938,,
HTR1A,ENSG00000178394,ENST00000323865,P08908,5-hydroxytryptamine receptor 1A ,0.0,,
HTR1B,ENSG00000135312,ENST00000369947,P28222,5-hydroxytryptamine receptor 1B ,0.015346033,,
HTR1D,ENSG00000179546,ENST00000374619,P28221,5-hydroxytryptamine receptor 1D ,0.518602333,,
