gene_name_canonical,compartment,source,Note
LRRC57,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRRC8A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LSR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LYPD3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MARCKSL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MCAM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MELTF,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MET,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MMP15,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MPHOSPH6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MPZL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MSLN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MSN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MYO1B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MYO1E,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NF2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NHERF1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NPR3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NPTN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NRAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ORAI1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PALM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PCDH17,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PCDH7,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PHLDA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PHLDA3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIP5K1A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLCD3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLXNA1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLXNB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLXND1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PODXL2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PRNP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PROCR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PSEN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTGFRN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTP4A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRF,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRJ,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRK,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PVR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB13,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB23,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB35,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB6A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAC1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RALA,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RALB,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP1A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP1B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP2B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP2C,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RHBDF2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RHOB,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RHOF,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ROBO1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ROR2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RP2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RRAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RRAS2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RTN4RL2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
S100A10,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDC1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDC4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SEMA3C,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SH3BP4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC12A7,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC16A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC16A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC1A4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC1A5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC29A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC29A2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC2A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC2A14,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC2A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC30A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A10,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A14,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC3A2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC44A2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC5A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC5A6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC6A9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC7A11,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC7A5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLCO4A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNAP23,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNAP25,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNTB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNX33,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNX9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STEAP3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STOM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STX3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STX4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STXBP2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STXBP3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TBC1D10B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TENM3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TGFBR3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMBIM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM132A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TNFRSF10A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TSPAN4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VANGL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VASN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
YES1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ZDHHC5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RPL10,ribosome,manual curation,ribosomal subunit
RPL10A,ribosome,manual curation,ribosomal subunit
RPL10L,ribosome,manual curation,ribosomal subunit
RPL11,ribosome,manual curation,ribosomal subunit
RPL12,ribosome,manual curation,ribosomal subunit
RPL13,ribosome,manual curation,ribosomal subunit
RPL13A,ribosome,manual curation,ribosomal subunit
RPL14,ribosome,manual curation,ribosomal subunit
RPL15,ribosome,manual curation,ribosomal subunit
RPL17,ribosome,manual curation,ribosomal subunit
RPL18,ribosome,manual curation,ribosomal subunit
RPL18A,ribosome,manual curation,ribosomal subunit
RPL19,ribosome,manual curation,ribosomal subunit
RPL21,ribosome,manual curation,ribosomal subunit
RPL22,ribosome,manual curation,ribosomal subunit
RPL22L1,ribosome,manual curation,ribosomal subunit
RPL23,ribosome,manual curation,ribosomal subunit
RPL23A,ribosome,manual curation,ribosomal subunit
RPL24,ribosome,manual curation,ribosomal subunit
RPL26,ribosome,manual curation,ribosomal subunit
RPL26L1,ribosome,manual curation,ribosomal subunit
RPL27,ribosome,manual curation,ribosomal subunit
RPL27A,ribosome,manual curation,ribosomal subunit
RPL28,ribosome,manual curation,ribosomal subunit
RPL29,ribosome,manual curation,ribosomal subunit
RPL3,ribosome,manual curation,ribosomal subunit
RPL30,ribosome,manual curation,ribosomal subunit
RPL31,ribosome,manual curation,ribosomal subunit
RPL32,ribosome,manual curation,ribosomal subunit
RPL34,ribosome,manual curation,ribosomal subunit
RPL35,ribosome,manual curation,ribosomal subunit
RPL35A,ribosome,manual curation,ribosomal subunit
RPL36,ribosome,manual curation,ribosomal subunit
RPL36A,ribosome,manual curation,ribosomal subunit
RPL36AL,ribosome,manual curation,ribosomal subunit
RPL37,ribosome,manual curation,ribosomal subunit
RPL37A,ribosome,manual curation,ribosomal subunit
RPL38,ribosome,manual curation,ribosomal subunit
RPL39,ribosome,manual curation,ribosomal subunit
RPL39L,ribosome,manual curation,ribosomal subunit
RPL3L,ribosome,manual curation,ribosomal subunit
RPL4,ribosome,manual curation,ribosomal subunit
RPL41,ribosome,manual curation,ribosomal subunit
RPL5,ribosome,manual curation,ribosomal subunit
RPL6,ribosome,manual curation,ribosomal subunit
RPL7,ribosome,manual curation,ribosomal subunit
RPL7A,ribosome,manual curation,ribosomal subunit
RPL7L1,ribosome,manual curation,ribosomal subunit
RPL8,ribosome,manual curation,ribosomal subunit
RPL9,ribosome,manual curation,ribosomal subunit
RPS10,ribosome,manual curation,ribosomal subunit
RPS11,ribosome,manual curation,ribosomal subunit
RPS12,ribosome,manual curation,ribosomal subunit
RPS13,ribosome,manual curation,ribosomal subunit
RPS14,ribosome,manual curation,ribosomal subunit
RPS15,ribosome,manual curation,ribosomal subunit
RPS15A,ribosome,manual curation,ribosomal subunit
RPS16,ribosome,manual curation,ribosomal subunit
RPS17,ribosome,manual curation,ribosomal subunit
RPS18,ribosome,manual curation,ribosomal subunit
RPS19,ribosome,manual curation,ribosomal subunit
RPS19BP1,ribosome,manual curation,ribosomal subunit
RPS2,ribosome,manual curation,ribosomal subunit
RPS20,ribosome,manual curation,ribosomal subunit
RPS21,ribosome,manual curation,ribosomal subunit
RPS23,ribosome,manual curation,ribosomal subunit
RPS24,ribosome,manual curation,ribosomal subunit
RPS25,ribosome,manual curation,ribosomal subunit
RPS26,ribosome,manual curation,ribosomal subunit
RPS27,ribosome,manual curation,ribosomal subunit
RPS27A,ribosome,manual curation,ribosomal subunit
RPS27L,ribosome,manual curation,ribosomal subunit
RPS28,ribosome,manual curation,ribosomal subunit
RPS29,ribosome,manual curation,ribosomal subunit
RPS3,ribosome,manual curation,ribosomal subunit
RPS3A,ribosome,manual curation,ribosomal subunit
RPS5,ribosome,manual curation,ribosomal subunit
RPS6,ribosome,manual curation,ribosomal subunit
RPS7,ribosome,manual curation,ribosomal subunit
RPS8,ribosome,manual curation,ribosomal subunit
RPS9,ribosome,manual curation,ribosomal subunit
RPSA2,ribosome,manual curation,ribosomal subunit
ANXA7,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ATXN2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ATXN2L,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CAPRIN1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CELF1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CIRBP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CSDE1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DAZAP1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DDX1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DDX3X,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DHX36,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DSP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3E,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3G,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3H,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3J,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3L,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4A1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4B,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4G1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4H,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF6,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ELAVL1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FAM120A,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FAM98A,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FMR1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FUBP3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FUS,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FXR1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FXR2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
G3BP1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
G3BP2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
GSPT1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HELZ,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HNRNPA2B1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HNRNPA3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HNRNPAB,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HSPB1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
IGF2BP1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
IGF2BP2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
IGF2BP3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
KHSRP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
KPNA1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
LARP4,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
MAGED1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
MSI1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
MSI2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
NUFIP2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PABPC1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PABPC4,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PCBP2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PRRC2A,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PRRC2C,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PTBP3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PUM1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PUM2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
PURA,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
RBMS1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
RBMS2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
RTCB,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
RTRAF,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
SRI,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
SRSF1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
STAU1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
STRAP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
SYNCRIP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
TAF12,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
TIA1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
TIAL1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
TNPO1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
TRIM25,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
UBAP2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
UBAP2L,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
USP10,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
YBX1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
YBX3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
YTHDF1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
YTHDF2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
YTHDF3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ZC3HAV1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
